time,tp,fn,tn,fp,accuracy,precision,recall,f1
20.320147275924683,363,198,504,57,0.7727272727272727,0.8642857142857143,0.6470588235294118,0.7400611620795107
20.671039581298828,363,198,504,57,0.7727272727272727,0.8642857142857143,0.6470588235294118,0.7400611620795107
20.842230319976807,364,197,504,57,0.7736185383244206,0.8646080760095012,0.6488413547237076,0.7413441955193483
21.386186599731445,364,197,503,58,0.7727272727272727,0.8625592417061612,0.6488413547237076,0.7405900305188199
21.8854923248291,365,196,502,59,0.7727272727272727,0.8608490566037735,0.6506238859180036,0.7411167512690355
22.456701517105103,368,193,504,57,0.7771836007130125,0.8658823529411764,0.6559714795008913,0.7464503042596349
24.170695781707764,368,193,504,57,0.7771836007130125,0.8658823529411764,0.6559714795008913,0.7464503042596349
26.553229570388794,370,191,507,54,0.7816399286987522,0.8726415094339622,0.6595365418894831,0.751269035532995
34.6614134311676,370,191,505,56,0.7798573975044564,0.8685446009389671,0.6595365418894831,0.7497467071935157
37.11569356918335,370,191,504,57,0.7789661319073083,0.8665105386416861,0.6595365418894831,0.7489878542510121
54.481483697891235,372,189,507,54,0.7834224598930482,0.8732394366197183,0.6631016042780749,0.7537993920972644
92.90613961219788,372,189,506,55,0.7825311942959001,0.8711943793911007,0.6631016042780749,0.7530364372469636
222.05892300605774,373,188,506,55,0.7834224598930482,0.8714953271028038,0.6648841354723708,0.7542972699696663
346.07617926597595,374,187,504,57,0.7825311942959001,0.8677494199535963,0.6666666666666666,0.7540322580645161
474.1531562805176,374,187,508,53,0.786096256684492,0.8758782201405152,0.6666666666666666,0.757085020242915
